doc_id,text
2659,"Flu drug aimed at Ebola may also fight norovirus, study finds"
2660,Analysts see U.S. approval of Novo Nordisk's obesity drug by year-end
2661,"Nigeria declared Ebola-free, holds lessons for others"
2662,U.S. issues new protocols for treating Ebola patients
2663,Cell transplant helps paralyzed man walk with frame
2664,Study shows exit screening vital to halting global Ebola spread
2665,"Actavis, Sanofi among bidders for Omega Pharma: Bloomberg"
2666,Parent and peer disapproval can lead to teen suicide
2667,Home care kits highlight gaps in West Africa's Ebola response
2668,RT @ReutersBiz: What #Stevia's popularity tells us about America's changing tastes. Data Dive:
2669,The U.S.'s Ebola rapid-response military medical team will begin training:
2670,Third Ebola patient released from Atlanta's Emory University Hospital
2671,Parkinson’s drugs linked to impulse control disorders
2672,"Third Ebola patient treated at Emory University Hospital declared free of virus, released."
2673,Ebola-infected cameraman doing 'quite well': Nebraska hospital
2674,Colorado health officials recommend banning most pot confections
2675,FDA panel unanimously backs Novartis' psoriasis drug
2676,White House halts funding on risky flu studies
2677,Watching movie sex and violence may desensitize parents: study
2678,Weeks of worry about Ebola infection ends for dozens who came off watch lists in U.S.:
2679,WTO says U.S. has not complied with meat labeling ruling
2680,RT @ReutersUS: Ebola czar Ron Klain faces a hefty to-do list:
2681,"After six weeks with no new cases, WHO declares Nigeria Ebola-free:"
2682,Ebola worries end for dozens on U.S. watch lists
2683,Ebola summit in Cuba seeks to unify prevention strategies
2684,NewLink in $1 billion deal with Roche to develop cancer drug
2685,Drugmaker Valeant reports better-than-expected profit
2686,Nigeria declared Ebola free after 42 days with no new cases: WHO
2687,High Intensity Interval Training commutes to the cubicle
2688,"China's companies, billionaires must step up to fight Ebola: WFP"
2689,Has sugar lost its sweet spot? Paraguayan plant upends market
2690,Medications mistakes common among young children
2691,"U.S. Ebola czar seeks to reverse government mistakes, step up response"
2692,"Spanish Ebola nurse appears clear of disease, says government"
2693,"Spanish Ebola nurse appears clear of disease, says government"
2694,New Ebola guidelines will be more stringent: U.S. health official
2695,Pentagon to create medical support team for U.S. Ebola response
2696,Dallas officials urge calm in city on edge over Ebola
2697,Texas lab worker tests negative for Ebola after cruise in isolation
2698,"Liberian leader say Ebola risks 'lost generation', urges action"
2699,U.S. hospitals gird for Ebola panic as flu season looms
2700,Americans 'can't give in to hysteria or fear' over Ebola: Obama
2701,Carnival cruise ship returning to dock in Texas after Ebola concern
2702,Woman being monitored for Ebola falls ill in Dallas: local media
2703,Obama to seek more funds to fight Ebola: Bloomberg
2704,GSK says Ebola vaccine development progressing at 'unprecedented rate'
2705,"Congo lends a hand to fight Ebola, urges African solidarity"
2706,Canada to ship experimental Ebola vaccine to WHO
2707,WHO promises thorough self-appraisal of Ebola response
2708,Obama says Ebola travel ban could make things worse
2709,Obama names Ebola 'czar' as West Africa death toll rises
2710,San Diego college students get antibiotics after one dies of meningitis
2711,U.S. health agency chief faulted over confusing Ebola messages
2712,Psychiatric appointments scarce in major U.S. cities
2713,RT @ReutersOpinion: The 1950 thriller 'Panic in the Streets' can teach us about stopping epidemics:
2714,"With extra weight, kids’ hearts change shape"
2715,"Ebola upsets, puzzles children in Liberia, Sierra Leone, Guinea"
2716,RT @ReutersGraphics: Understanding the timeline of the #Ebola crisis. #Interactive graphic:
2717,"RT @ReutersOpinion: Author of zombie classic ""World War Z"" explains how his viral outbreak differs from real life. Whew!"
2718,Insurers to sell hospitals cover against Ebola business losses
2719,Exclusive: U.S. requests production plans for Ebola drug ZMapp
2720,Young baseball pitchers at risk for shoulder damage
2721,RT @AllisonReuters: What Elia Kazan's 1950 thriller 'Panic in the Streets' can teach us about handling epidemics:
2722,Officials closely monitoring 16 Ohio contacts of Ebola-infected nurse
2723,Ebola scare at Pentagon after woman vomits in parking lot
2724,"RT @ReutersUS: Texas health worker isolated on cruise ship over Ebola fear deemed to be ""very low risk"":"
2725,Monitoring eight with close contact to Ebola-infected nurse on plane: Texas governor
2726,"Ebola death toll rises to 4,546 in hardest-hit countries: WHO"
2727,Family dinner-table dynamics linked to childhood obesity
2728,Dallas nurse flown to NIH for Ebola treatment in 'fair' condition: health officials
2729,Brussels Airport to screen baggage from Ebola-infected areas
2730,Obama to name former adviser to coordinate U.S. Ebola response: CNN
2731,"RT @Reuters: Obama to appoint former White House adviser Ron Klain as the Ebola ""czar"":"
2732,"RT @Reuters: White House confirms Obama names former White House official Ron Klain as Ebola response coordinator or ""czar"""
2733,World Health Organization declares Senegal Ebola-free
2734,"RT @ReutersOpinion: The microscope is on Texas Health Presbyterian Hospital in Dallas, but the media needs to dig deeper:"
2735,Texas health worker isolated on a cruise ship after possible contact with specimens from first U.S. case of Ebola:
2736,Food prices up 24 percent in Ebola-hit countries: WFP
2737,"RT @ReutersUS: Obama considering appointing Ebola ""czar"" to coordinate fight against the virus in the U.S.:"
2738,"Texas health worker isolated on cruise ship, deemed low risk for Ebola"
2739,Regeneron's Eylea works better vs Avastin and Lucentis in study
2740,Treat or nasty trick? Denver police warn of pot-tainted candy
2741,"Roche, Merck extend immunotherapy fight to breast cancer"
2742,Texas health worker isolated on cruise ship over possible Ebola contact
2743,Roche may seek fast-track approval for Ebola virus test
2744,"Obama approves reservists for Ebola fight, government under fire"
2745,"Obama approves reservists for Ebola fight, government under fire"
2746,Ebola spreads to last healthy district in Sierra Leone
2747,Many U.S. women use custom-compounded hormones for menopause
2748,Mentoring kids in poverty helps lower their health risks: study
2749,"Kids, dogs touch same soft spots in the brain: study"
2750,Diet may influence ovarian cancer survival
2751,CDC says Ebola-infected nurse Vinson's illness may have begun Friday
2752,Medicine prices at risk under Pacific trade draft: critics
2753,Obama authorizes military reservists for Ebola mission in Africa
2754,RT @Reuters: Obama authorizes military reservists to support humanitarian efforts to combat Ebola in West Africa: White House
2755,FDA votes to keep black box warning on Pfizer anti-smoking drug
2756,RT @ReutersUS: Connecticut hospital testing a Yale student with Ebola-like symptoms who traveled to Liberia last month:
2757,Nurse with Ebola to be transferred from Dallas to Washington hospital:
2758,"Priest, air passenger among six hospitalized in Spain for Ebola tests"
2759,Ebola spreads to last healthy district in Sierra Leone
2760,"Ebola crisis putting pregnant women, infants lives at risk: UN"
2761,U.S. assessing on 'day-to-day' basis possible Ebola travel ban: FAA chief
2762,AU asks African leaders to send doctors to Ebola-stricken states
2763,Wider Ebola outbreak in Africa would threaten U.S. health: CDC
2764,Dallas hospital official: 'We made mistakes' in handling Ebola patient
2765,CDC official told nurse she could take commercial flight despite fever: Frieden
2766,Texas nurse with Ebola expected at NIH hospital on Thursday: official
2767,Freezing women's eggs not risk-free or foolproof: UK fertility expert
2768,"Seven in Ohio confirm contact with nurse Ebola patient, in quarantine"
2769,"Ebola must be stopped at source, not via travel bans: World Bank's Kim"
2770,CDC chief says spread of Ebola in Africa could imperil U.S. healthcare system
2771,"Seven in northeast Ohio in voluntary quarantine, no symptoms, after confirmed contact with Dallas nurse diagnosed with ebola"
2772,Shortages hinder Venezuela's battle against fever outbreaks
2773,Female orgasm: battleground of science?
2774,Spanish priest hospitalized in Madrid with Ebola symptoms: source
2775,RT @ReutersLive: CDC director testifies before the House Energy and Commerce Committee on the Ebola. Watch LIVE:
2776,EU disagrees on need for Ebola screening at Europe's airports
2777,Spanish priest who worked in Africa with Ebola patients taken to hospital with symptoms of the disease: hospital source
2778,"U.N.'s $1 billion Ebola fund gets deposit of just $100,000 so far"
2779,Nurse with fever admitted to French hospital on Ebola fears
2780,Roche seeks fast-track approval for Ebola virus test
2781,WHO to test Ebola preparedness in Ivory Coast and Mali
2782,Americans say avoiding international air travel over Ebola outbreak
2783,Connecticut hospital says evaluating patient with 'Ebola-like symptoms'
2784,WHO says sending teams in next few days to test Ebola preparedness at Mali and Ivory Coast's borders with Ebola-infected countries.
2785,RT @ReutersOpinion: Is Ebola the real ‘World War Z?’ (Spoiler alert: It’s not). Max Brooks explains why not:
2786,RT @ReutersPolitics: The White House is in crisis mode over how to handle Ebola:
2787,RT @Reuters: Texas nurse who contracted Ebola allowed on plane despite reporting fever to CDC:
2788,Benefits of Novartis psoriasis drug outweighs risk: FDA staff
2789,Madrid airport activates protocol over suspected Ebola case
2790,SCA says ready to fight P&amp;G in incontinence care market
2791,"Denmark tests medical worker for Ebola, results soon: health officials"
2792,Second Texas nurse with Ebola receiving care at Atlanta hospital
2793,Roche beats third-quarter sales estimates on breast cancer drug momentum
2794,"Extreme measures: U.S. hospitals take on Ebola, but at what risk?"
2795,"Investors eye third quarter medical use from hospitals, insurers"
2796,"Ebola deaths near 4,500 as virus spreads in West Africa: WHO"
2797,White House shifts into crisis mode on Ebola response
2798,India's Ranbaxy to pay $40 million to settle Texas Medicaid pricing litigation
2799,Health officials probing death of Arizona boy for possible enterovirus
2800,U.S. health official allowed new Ebola patient on plane with slight fever
2801,Obama cancels Thursday travel to focus on Ebola response: White House
2802,Dallas nurse told CDC she had a slight fever before boarding flight: source
2803,Boehner says U.S. should consider travel ban from countries with Ebola
2804,Mosquito-borne Chikungunya virus likely to reach Mexico- health ministry
2805,Last-resort leukemia treatment produces dramatic remission rate
2806,Malpractice laws that favor doctors fail to cut health costs: study
2807,Eating certain fats might offset some heart risk from weight gain
2808,Majority of Americans believe Ebola spreads through air: poll
2809,Exercising three times a week significantly cuts depression risk
2810,RT @Reuters: Find all of our recent reporting on Ebola here:
2811,Ebola patient at Emory University Hospital says he's recovering
2812,White House resists calls for Ebola point person
2813,RT @ReutersUS: Second Texas nurse with Ebola had fever when she flew from Cleveland to Dallas-Fort Worth:
2814,"VIDEO: Even more Ebola cases in Dallas a ""very real possibility"":"
2815,"Nurse with Ebola, Amber Vinson, traveled by plane day before reporting symptoms:"
2816,"Dallas Ebola patient related to three Kent State U. employees; school tells family to stay off campus, self monitor for 21 days: Kent"
2817,UAE isolates passenger from Liberia for Ebola checks
2818,France to screen passengers on flights from Ebola-hit regions
2819,Medical charity says has reached limit in fight against Ebola
2820,"West Africa Ebola deaths near 4,500: WHO"
2821,Ohio Health Department tracing contacts of second nurse with Ebola
2822,Texas hospital says may transfer latest Ebola patient to Atlanta hospital
2823,RT @ReutersLive: CDC director sees very low risk to any passengers who shared a flight with second worker infected with Ebola. LIVE: http:/…
2824,RT @ReutersLive: CDC director gives an update on the second Texas health worker to be diagnosed with Ebola. Listen LIVE:
2825,"CDC director: For the second infected nurse, we have identified three contacts before isolation."
2826,CDC director: two infected nurses had extensive contact with patient Thomas Duncan during most infectious days of Ebola
2827,CDC director: second Dallas nurse infected with Ebola is ill but clinically stable.
2828,Texas hospital is consulting with Emory Hospital in Atlanta to transfer latest Ebola patient.
2829,Ohio Health Dept.: Tracing contacts of second nurse diagnosed with Ebola who flew from Cleveland to Dallas.
2830,"Obama to hold Ebola meeting at White House, postpones trip"
2831,Guatemala may weigh softer drug punishments in liberalization push
2832,RT @Reuters: Second Texas nurse with Ebola had traveled by plane from Cleveland to Dallas-Fort Worth:
2833,Collegiate athletes in contact sports often carry MRSA: study
2834,Latest Texas health worker infected with Ebola identified as a nurse
2835,Second Ebola-infected nurse flew day before she fell ill-US CDC
2836,"Canada supplies small amounts of Ebola treatment to Spain, Norway"
2837,"Latest Texas health worker infected with Ebola is Amber Vinson, a nurse at Texas Health Presbyterian Hospital, family says."
2838,"CDC said the flight was no. 1143 from Cleveland to Dallas-Fort Worth, asking all 132 passengers to call a hotline."
2839,U.S. health officials say second Dallas nurse infected with ebola had traveled by air the day before she reported symptoms.
2840,EU considers screening for Ebola at airports
2841,RT @ReutersOpinion: A second health care worker has Ebola. Are Dallas officials paying attention now?
2842,World Health Organization backs higher tobacco taxes to cut smoking
2843,"RT @ReutersOpinion: View from Dallas, Texas: The city isn’t taking Ebola seriously enough:"
2844,"RT @ReutersOpinion: Ebola's not airborne, but it is ""droplet-borne."" Read this to get a better understanding of how the disease spreads: ht…"
2845,Second Texas healthcare worker tests positive for Ebola:
2846,Liberian healthcare workers call off Ebola strike
2847,More Ebola cases in Dallas 'very real possibility': county official
2848,Second health care worker who treated patient Thomas Duncan tests positive for Ebola:
2849,"Obama, European leaders to discuss Ebola epidemic on Wednesday"
2850,"London mayor urged to ban smoking in Trafalgar Square, royal parks"
2851,Second Texas healthcare worker tests positive for Ebola
2852,India tightens rules on cigarette pack branding
2853,U.S. top court hears Teva's multiple sclerosis drug patent fight
2854,Exclusive: U.S. pork group counters antibiotics report with online campaign
2855,Colombia denying entry to recent travelers to Ebola-hit countries
2856,U.S. sets up rapid-response Ebola team; Dallas nurse improves
2857,"Obama, European leaders to discuss Ebola epidemic on Wednesday"
2858,U.S. Ebola fears fuel new demand for protective gear
2859,"Stem cells from human embryos prove safe, improve vision -study"
2860,CDC makes faster test for enterovirus strain behind outbreak
2861,Vietnam preps for medical makeover to recoup lost billions in healthcare
2862,Digital doctors: China sees tech cure for healthcare woes
2863,"Report shows disparities in U.S. diabetes prevention, amputation"
2864,U.S. school officials seek healthy eating tips in French classrooms
2865,Obama: World is not doing enough to contain Ebola
2866,CDC setting up U.S. Ebola response team of experts to aid hospitals
2867,Police clash with residents in Sierra Leone over slow Ebola response
2868,Rising injuries among older male motorcyclists: study
2869,CDC says monitoring 76 people who may have come into contact with Ebola patient Thomas Duncan after he was hospitalized.
2870,"Contacts of first Ebola patient in Dallas, Thomas Duncan, have passed through highest risk period of quarantine: CDC"
2871,New York's de Blasio meets with top White House aide on Ebola
2872,"Dallas nurse who contracted Ebola says she is ""doing well"" after a transfusion:"
2873,Liberia minister quarantined after driver died from Ebola
2874,WHO may declare Nigeria and Senegal Ebola-free within days
2875,Geographic split likely for GSK mature drugs sale: sources
2876,Pre-pregnancy lifestyle impacts gestational diabetes risk
2877,"Olive oil, nuts may help reverse heart risk factors"
2878,FDA staff recommend Pfizer keep black box warning on anti-smoking drug
2879,Facebook's Zuckerberg to donate $25 million to tackle Ebola
2880,RT @ReutersOpinion: Who is going to pay the medical bills of Dallas Ebola patient Thomas Eric Duncan?
2881,White House Budget director urges speed in deploying Ebola funds
2882,UN nuclear agency to help West Africa fight Ebola
2883,"Spanish nurse with Ebola slightly better, doctors say"
2884,"RT @ReutersOpinion: People in Dallas are hearing plenty from the media on Ebola, not so much from city officials:"
2885,Family that lived with Texas Ebola victim showing no symptoms: mayor
2886,Maine hospital observing patient as possible Ebola case
2887,AstraZeneca looks to EU decision for next cancer drug boost
2888,AstraZeneca looks to EU decision for next cancer drug boost
2889,WHO says West Africa Ebola outbreak still expanding geographically
2890,Britain begins Ebola screening at London's Heathrow airport
2891,"WHO says has death toll from ebola rises to 4,447 from 8,914 cases, says cases will rise above 9,000 this week"
2892,No WTO judgment in tobacco packaging dispute until at least 2016
2893,Sierra Leone peacekeepers bound for Somalia quarantined over Ebola
2894,"European code against cancer calls for smoke-free, active lives"
2895,Sonova unveils new hearing aid technology
2896,U.N. medic dies of Ebola in German hospital
2897,China military-linked firm eyes quick approval of drug to cure Ebola
2898,Initial blood test shows Polish man does not have Ebola virus
2899,Sanofi's Rotavirus vaccine enters late-stage trials
2900,California bus driver quarantined after Ebola scare
2901,"U.S. needs to rethink Ebola infection controls, says CDC chief"
2902,Texas nurse stricken with Ebola: young and caring
2903,Texas nurse stricken with Ebola: young and caring
2904,Diplomats discuss EU military coordination against Ebola
2905,France says will build more Ebola treatment centers in Guinea
2906,Obama urges more action to fight Ebola crisis
2907,Sick passengers removed from flight at Boston's Logan Airport: official
2908,"Medical, biotech stocks jump after U.S. nurse contracts Ebola"
2909,California Ebola researcher seeks more money through crowdfunding
2910,Americans have 14 million smoking-related ailments: study
2911,Substance in broccoli improves autism symptoms: study
2912,Ebola may change how aid is spent on healthcare in Africa
2913,Polish doctors test man for Ebola virus
2914,Pot tied to fewer brain injury deaths: study
2915,U.S. needs to rethink Ebola infection controls says CDC chief
2916,U.S. health officials reject ban on travel from Ebola-stricken countries
2917,"Obama to be briefed on Ebola response, health infrastructure"
2918,Dallas nurse is 'stable'; agency to boost training: CDC director
2919,Investigators rush to find out how Ebola struck Dallas nurse
2920,Many Liberian healthcare workers ignore Ebola strike call
2921,Human testing begins on NewLink Genetics' Ebola vaccine
2922,Spain to increase Ebola training as nurse remains seriously ill
2923,Sleeping on sofas increases infant deaths
2924,Exclusive: Software issue casts doubt over data used to approve some drugs
2925,"Pharmaceutical companies, WHO help India in HIV/AIDS drug crisis"
2926,Experts question ethics of placebo drug trials in case of Ebola
2927,Nordic walking strives to shed a stodgy image
2928,Steris Corp to buy Britain's Synergy Health for $1.9 billion
2929,Smith &amp; Nephew spray-on cell therapy flops in trial
2930,CDC head criticized for blaming 'protocol breach' as nurse gets Ebola
2931,Boston hospital monitoring patient for possible Ebola case
2932,Conjoined twin Texas babies to take first step to separation surgery
2933,Patient isolated at Massachusetts clinic after displaying Ebola symptoms: newspaper
2934,Liberia health workers' strike on Monday could hurt Ebola efforts
2935,"Cities, states scramble after Dallas's Ebola missteps expose planning gaps"
2936,Obama calls for action to ensure U.S. medical system can handle Ebola
2937,"Signs of hope for Spanish nurse with Ebola, officials say"
2938,New U.S. Ebola case caused by breach of care protocol: CDC
2939,Health worker who contracted Ebola wore protective gear: official
2940,"Texas worker tests positive for Ebola, U.S. airports start screening"
2941,Texas health care worker tests positive for Ebola
2942,U.S. military faces new kind of threat with Ebola
2943,Toddler first in Michigan to die from enterovirus strain
2944,"Ebola funds should not be repackaged aid, Africa bank chief says"
2945,Ukraine conflict hampers recovery of sick children
2946,New Jersey officials order 'symptom-less' NBC News crew into Ebola quarantine
2947,Ebola ruled out in death of Briton in Macedonia
2948,Brazil says man under observation for Ebola tests negative
2949,Medical evacuation services balk at flying out Ebola patients
2950,Ebola monitoring rises as Spain tries to contain health crisis
2951,"Cities, states scramble after Dallas's Ebola missteps expose planning gaps"
2952,U.S. begins enhanced Ebola screening program at New York's JFK airport
2953,Patients with diseased leg arteries who quit smoking live longer
2954,RT @ReutersUS: U.S. lawmakers agree to use $750 million in war funds to fight Ebola in West Africa:
2955,RT @ReutersUS: Airplane held on tarmac at Las Vegas airport due to Ebola scare involving two people: hospital spokeswoman
2956,U.S. to free up Ebola funds as fears of global spread rise
2957,"Arthritis pain, lost sleep may lead to depression, disability"
2958,U.S. maker of experimental Ebola drug ZMapp seeks to boost output
2959,U.S. FDA approves Gilead's all-oral hepatitis C drug
2960,"RT @ReutersWorld: Where Ebola aid is really going, in today's Data Dive:"
2961,"Ebola toll rises to 4,033: WHO"
2962,Medical evacuation services draw line at flying out Ebola patients
2963,U.S. troops take on invisible enemy in Liberia Ebola mission
2964,Nursing home chain to pay $38 mln over claims of deficient care
2965,United Nations says $1 bln Ebola appeal only one quarter funded
2966,EU calls extraordinary meeting of health ministers over Ebola
2967,U.S. senator lifts objections to $750 mln Ebola funding shift
2968,Love of coffee at least partly genetic: study
2969,What you eat might depend on who you’re eating with
2970,Mali health workers get experimental GSK vaccine in Ebola trials
2971,Brazil tests man for Ebola; ministry says he's in 'good' shape
2972,The nation is frightened. Mounting worry in U.S. over Ebola's spread outside West Africa:
2973,'Epidemic of fear' could hurt Africa more than Ebola
2974,EU agency backs continued use of Ariad leukemia drug
2975,Stada CEO says secures third biosimilar license
2976,Healthcare crippled as Ebola overwhelms hospitals in Liberia
2977,Unlikely Briton who died in Macedonia had Ebola: official
2978,Fears grow in United States over Ebola's spread outside West Africa
2979,Spain seeks answers as seven more enter Ebola isolation
2980,"In 2005 Marburg virus outbreak, some lessons for Ebola crisis"
2981,Tests show hospitalized Czech man does not have Ebola: media
2982,Untested stimulant found in dietary supplements: study
2983,"Ebola fears spread as Spanish nurse worsens, British man tested"
2984,Doctors face 'collateral damage' from Ebola epidemic
2985,Untested stimulant found in dietary supplements: study
2986,Study shows how exercise protects the brain against depression
2987,Fears grow in United States over Ebola's spread outside West Africa
2988,Better diabetes remission after weight loss surgery than other methods
2989,U.S. Republican Senator still undecided on Ebola funding increase
2990,Czech hospital tests man with Ebola symptoms
2991,Macedonia seals hotel after Briton dies of suspected Ebola
2992,Scientists find lung cancer can lie hidden for 20 years
2993,U.S. House Republicans release $750 mln in Ebola funds to Pentagon
2994,Airline clean-up crews walk off job in New York over Ebola concerns
2995,Lawmakers want U.S. to bar entry of West Africans over Ebola fears
2996,"In Alzheimer’s, emotions may linger after memories vanish"
2997,Liberian leader brings money and hygiene message to Ebola's 'hot zone'
2998,Briton reported dead in Macedonia with suspected Ebola
2999,Britain to start screening passengers for Ebola
3000,"Ebola-hit Liberia facing recession, may need more IMF aid: finance minister"
3001,"WHO revises Ebola death toll down by 14 to 3,865"
3002,Many UK military parents think their careers hurt their children
3003,"Spanish nurse worsens, Madrid blames infection on human error"
3004,Health of Spanish nurse with Ebola worsens
3005,Better antenatal care could save hundreds in South Africa: report
3006,U.N. Liberia medic arrives in Germany for Ebola treatment
3007,Seattle suburb lifts boil-water order after E. Coli scare
3008,Women can request epidural anytime during labor: analysis
3009,FDA panel offers mixed view on Boston Scientific Watchman device
3010,Emergency centers needed to contain Ebola in West Africa: U.N.
3011,Healthy lifestyle may halve stroke risk for women: study
3012,New gene therapy treatment showing promise against 'bubble boy' disease
3013,Obamacare website likely ready for record-breaking traffic: official
3014,Feed ingredient unlikely to spread killer pig virus: experts
3015,U.S. government orders five airports screen passengers from West Africa for fever:
3016,Spain Ebola nurse may have touched face with contaminated gloves
3017,"California cancer patient, 29, moves to Oregon for assisted suicide"
3018,U.S. will implement extra Ebola screening at five airports - White House
3019,"Dogs, hogs and dairy cows: 'Animal pharm' catches Wall Street's attention"
3020,Ports tighten ship entry procedures as Ebola fears spread
3021,U.S. to begin fever screening of air passengers from West Africa
3022,"HIV's infection tactics could guide AIDS vaccine, study finds"
3023,"UK to send troops, aircraft and ship to tackle Ebola in Sierra Leone"
3024,RT @ReutersLive: Join @Reuters and Harvard for a panel discussion on issues surrounding legalizing marijuana. Watch it LIVE now:
3025,"Ebola death toll rises to 3,879 out of 8,033 cases by end of Oct. 5: World Health Organization"
3026,Liberian leader sees signs Ebola in decline but aid too slow
3027,"RT @ReutersLive: ""Legislators are going to be looking at Colorado very closely in coming years"" - discussion on legal marijuana LIVE: http:…"
3028,"20th century fashion, trends parallel rise in melanoma"
3029,Amgen's Humira copy succeeds in skin disease trial
3030,RT @andrewmseaman: The #marijunahealthforum with @Reuters and @ForumHSPH has started. Here's the link:
3031,RT @ReutersLive: LIVE: @Reuters joins Harvard for a panel discussion surrounding the legalization of marijuana:
3032,RT @andrewmseaman: Ask questions on the legalization of marijuana by emailing @ForumHSPH at theforum@hsph.harvard.edu or tweeting them. #ma…
3033,RT @andrewmseaman: .@Reuters will join with @ForumHSPH to talk about the legalization of marijuanna at 12:30pm EDT.
3034,RT @ReutersLive: COMING UP: Harvard panel discussion on legalizing marijuana. Watch it LIVE beginning at 12:30 pm ET:
3035,"Texas Ebola patient dies, hospital says"
3036,"RT @Reuters: Thomas Eric Duncan, first person diagnosed with Ebola in the U.S., has died in Dallas:"
3037,#BREAKING: Texas Ebola patient Thomas Eric Duncan dies: hospital spokesperson
3038,U.S. to screen travelers arriving from Ebola-striken countries: CNN
3039,Dallas Ebola patient fighting for his life on ventilator and kidney dialysis machine:
3040,World Bank sees financial impact of Ebola at as much as $32.6 bln in Africa
3041,Chimerix antiviral drug shows potential in late-stage study
3042,Cameron to chair Ebola meeting as virus reaches Europe
3043,International medic with UN Liberia mission tests positive for Ebola
3044,U.S. medical workers get crash course on treating Ebola on frontlines
3045,Second person tests negative for Ebola in Madrid: health authority
3046,UK cost agency rejects British company GW's cannabis drug
3047,Novartis says expects three executive committee members to leave
3048,Exclusive: Actavis plans new merger approach for Allergan - sources
3049,Working long hours tied to increased diabetes risk among poor
3050,Smokers at higher risk for oral HPV: study
3051,Makeup can improve life for children with skin diseases
3052,Affluent Seattle suburb making progress against E. coli in water supply
3053,Nuclear workers kept in dark on Fukushima hazard pay
3054,Dallas Ebola patient on ventilator and receiving kidney dialysis
3055,U.S. to toughen Ebola screening at airports
3056,UK cost agency rejects British company GW's cannabis drug
3057,Nuclear workers kept in dark on Fukushima hazard pay
3058,Sierra Leone's burial teams for Ebola victims strike over hazard pay
3059,U.S. to require tougher Ebola screening at airports: senator
3060,Exclusive: Actavis plans new merger approach for Allergan - sources
3061,Spanish health worker under observation tests negative for Ebola
3062,Ebola patient in Nebraska gets same experimental drug as Dallas patient
3063,Nebraska hospital says treating its Ebola patient with Chimerix drug
3064,Male Ebola survivors told: Use a condom
3065,Spanish health worker under observation tests negative for Ebola
3066,Europe to see more Ebola cases after first transmission outside Africa
3067,Bristol-Myers pulls U.S. marketing application for hep C treatment
3068,"Shortage of engineers, sanitation experts may slow fight against Ebola: IMC"
3069,"WHO says more cases of Ebola in Europe ""unavoidable"":"
3070,'Decision fatigue' may lead docs to prescribe unnecessary antibiotics
3071,Wal-Mart to stop healthcare benefits for some part-time workers
3072,"More cases of Ebola spreading in Europe 'unavoidable', WHO says"
3073,Four hospitalized in Spain after first Ebola transmission outside Africa:
3074,Bristol-Myers pulls U.S. marketing application for hepatitis C treatment
3075,"Hyperion, Clal Biotech resolve dispute over diabetes drug"
3076,Ebola lawsuits would face high hurdles in Texas
3077,Four people monitored in Spain on suspicion of Ebola
3078,Spanish nurse becomes first to contract Ebola outside West Africa
3079,"U.S. foods labeled 'natural' often contain GMOs, group reports"
3080,Husband of Spanish nurse with Ebola under quarantine
3081,BrainStorm gets FDA fast-track status for ALS stem cell therapy
3082,U.S. working on new screenings for Ebola but no travel ban
3083,Nobel Prize for medicine goes to discoverers of brain’s 'inner GPS'
3084,Abortion rights groups ask Supreme Court to halt Texas restrictions
3085,Ebola lawsuits would face high hurdles in Texas
3086,Shorter doc training not tied to worse outcomes: study
3087,Kids exposed to BPA before birth at risk of wheeze: study
3088,Obama says U.S. working on new ways to screen passengers for Ebola
3089,"RT @ReutersUS: U.S. and airlines considering new screenings for Ebola, but no travel ban:"
3090,Online tool may help low-income people quit smoking
3091,How many Ebola cases have a connection to the U.S. so far?
3092,Sunesis slumps after cancer drug fails late-stage trial
3093,"U.S. to review travel screening for Ebola, but no ban: White House"
3094,U.S. Ebola patient now receiving experimental drug: hospital
3095,Child in Seattle suburb under boil water order sickened by E. coli
3096,"Texas hospital says U.S. Ebola patient is now receiving the experimental treatment Brincidofovir, developed by Chimerix."
3097,U.N. urges Liberia health workers fighting Ebola not to stage go-slow
3098,U.S. airline group to discuss new Ebola screenings with health officials
3099,Texas to set up infectious disease task force in wake of Ebola
3100,U.S. not considering a travel ban amid Ebola outbreak: White House
3101,Nobel discovery opens window onto Alzheimer's disease
3102,Spanish nurse being tested for Ebola contracted in Madrid: media
3103,Narcotics legalization may cause more deaths: U.N. agency chief
3104,Norway will fly its first Ebola patient back from Sierra Leone
3105,Chimerix says provides experimental Ebola drug for potential use
3106,Teva Pharm to halt R&amp;D in cancer and women's health to cut costs
3107,RT @ReutersUS: Dallas Ebola patient fighting for his life:
3108,Alcobra's ADHD drug meets goals in late-stage study
3109,"British-American, Norwegians win 2014 Nobel prize for medicine"
3110,Aid workers ask where was WHO in Ebola outbreak?
3111,"High risk Ebola could reach France and UK by end-October, scientists calculate"
3112,Aid workers ask where was WHO in Ebola outbreak?
3113,Novartis works with Bristol-Myers for lung cancer studies
3114,Thailand hits party scene to combat rising HIV among gay men
3115,"Ebola patient in Dallas struggling to survive, says CDC head"
3116,Sierra Leone records 121 Ebola deaths in a single day
3117,Sierra Leone records 121 Ebola deaths in a single day
3118,Outbreak of Ebola-like Marburg fever kills man in Uganda
3119,Sri Lanka temporarily halts some Fonterra product sales after illness
3120,New Jersey boy's death is 1st linked directly to enterovirus: CNN
3121,Nebraska hospital prepares for arrival of Ebola patient
3122,Ebola patient in Dallas 'fighting for his life': U.S. health official
3123,"Ebola patient in Dallas turns critical, no new U.S. cases"
